,Title,Summary,Location,Company,Salary,City,Sal,Pay,Annual,entry_job,senior_job,temp_job
1617,Patient Safety Analyst,"The successful applicant will ideally have experience in data analysis and the production of complex governance reports, they will have outstanding IT skills,…",Dudley,Dudley and Walsall Mental Health Partnership NHS T...,"£24,214 - £30,112 a year",Rest of UK,27163.0,0,1,0,0,0
1618,DATA ANALYST,Data Analyst / Data Analytics / Reporting / Data Science / PowerBI / Birmingham City Centre.Data Analyst / Data Analytics / Reporting / Data Science / PowerBI …,Birmingham,Spring,"£23,000 - £27,000 a year",Birmingham,25000.0,0,1,0,0,0
1619,Senior Data Analyst (12-month fixed term contract),"We have an exciting opportunity for a Senior Data Analyst to join our Data & Reporting team on a 12-month fixed term contract, reporting into the Data &…",Birmingham,Rivus Fleet Solutions,"£33,000 - £43,000 a year",Birmingham,38000.0,1,1,0,1,0
1620,HRIS Analyst,Position Title: * HRIS Data Analyst (Europe).Work with the HR Administration team to maintain HR Data records and databases.,Birmingham,Avison Young,"£25,000 - £30,000 a year",Birmingham,27500.0,0,1,0,0,0
1621,Data Developer / Business Analyst (MS SQL),"Experience in data matching, data profiling and data transformation.Transform client data and create analytical data scripts.",Birmingham,Michael Page UK,"£45,000 - £49,000 a year",Birmingham,47000.0,1,1,0,0,0
1622,Student Lifecycle Analyst (Fees & Funding) - Fixed Term,"Student Systems & Data, with responsibility for the continued development of systems including our student records system (SITS) and our student enquiries…",Birmingham,Birmingham City University,"£32,669 - £35,510 a year",Birmingham,34089.5,0,1,0,0,0
1623,Data Analyst,DATA ANALYST / DATA ANALYSIS / PRODUCT ANALYST / TREND ANALYSIS / BIRMINGHAM / WEST MIDLANDS / WEST MIDS.Devising data driven solutions to these problems.,Birmingham,Digital Gurus,"£35,000 - £40,000 a year",Birmingham,37500.0,1,1,0,0,0
1624,Data Analyst (BI),Data Analyst required to join a very exciting business based in Warwickshire.The successful Data Analyst will have proven experience in using PowerBI and…,Solihull,SF Group,"£40,000 - £50,000 a year",Rest of UK,45000.0,1,1,0,0,0
1625,Project Analyst,"Managing key processes required within the project/programme environment (eg resource management, change control, RAID management, planning and milestones, and…",Birmingham,Phoenix Group UK,"£27,000 - £38,000 a year",Birmingham,32500.0,0,1,0,0,0
1626,Actuarial Analyst,"We have an exciting opportunity for an Actuarial Analyst to join our Group Finance Department.You’ll be a curious, ambitious and hardworking individual who’ll…",Birmingham,Wesleyan Assurance Society,"£60,000 a year",Birmingham,60000.0,1,1,0,0,0
1627,Network Security Analyst,The ROH IT department is seeking an experienced Network Security Analyst to join their specialist internal team with immediate effect.,Birmingham,The Royal Orthopaedic Hospital NHS Foundation Trus...,"£30,401 - £37,267 a year",Birmingham,33834.0,0,1,0,0,0
1628,EDI Analyst,"We are looking to recruit an EDI Analyst for a global production company based in Birmingham.Salary: £32,000 - £40,000 (+ benefits)*.",Birmingham,Data Careers Ltd,"£32,000 - £40,000 a year",Birmingham,36000.0,1,1,0,0,0
1629,Data Protection Analyst,"Data Protection Analyst - Property, Information Management.THE ROLE - DATA PROTECTION ANALYST - PROPERTY, INFORMATION MANAGEMENT:",West Midlands,Harnham,"£30,000 - £45,000 a year",Rest of UK,37500.0,1,1,0,0,0
1630,PFO Analyst,"Proactively maintaining high standards of data quality in Planview/Sharepoint.Under guidance from the PFO Manager, assist in the proactive allocation of…",Birmingham,Ampersand Consulting,"£30,000 a year",Birmingham,30000.0,0,1,0,0,0
1631,Claims Performance Analyst,"As a Claims Performance Analyst within our Finance & Business Services (FBS) Directorate, you will act as the single point of contact for all Claims…",Birmingham,Highways England,"£40,188 - £44,208 a year",Birmingham,42198.0,1,1,0,0,0
1632,Reporting Analyst,"Audit, reconciliation and testing of the underlying data / reports - where necessary.A high profile and varied reporting role.",Birmingham,Michael Page UK,"£40,000 - £45,000 a year",Birmingham,42500.0,1,1,0,0,0
1633,PMO Analyst,"Proactively maintaining high standards of data quality in Planview/Sharepoint.Under guidance from the PMO Manager, assist in the proactive allocation of…",Birmingham,Ampersand Consulting,"£30,000 a year",Birmingham,30000.0,0,1,0,0,0
1634,Data Analyst,"Perform analysis across a variety of data topics and help solve challenges such as interpreting split test results, predicting user behaviours and finding top…",Solihull,McCann Central,"£35,000 - £45,000 a year",Rest of UK,40000.0,1,1,0,0,0
1635,Data & Analytics Analyst,"Effectively manage stakeholders embedding new and emerging data solutions.Up to £38,000 + Benefits.In this role you will influence the business directly with…",Birmingham,Harnham,"£32,000 - £38,000 a year",Birmingham,35000.0,0,1,0,0,0
1636,RPA Busniess Analyst,Experience in analysing data to draw business-relevant conclusions and in data visualisation techniques and tools.,Birmingham,Ampersand Consulting,"£45,000 - £55,000 a year",Birmingham,50000.0,1,1,0,0,0
1637,Data Analyst,Data Analyst / Data Analytics / Reporting / Data Science / PowerBI / Birmingham City Centre.Data Analyst / Data Analytics / Reporting / Data Science / PowerBI …,Birmingham,myfuturerole.com,"£23,000 - £27,000 a year",Birmingham,25000.0,0,1,0,0,0
1638,HRIS Analyst,"Your main responsibility will be to resolve day to day customer queries across our complex range of organisation and people data, ensuring our HR systems and…",Solihull,Serco Group,"£28,000 a year",Rest of UK,28000.0,0,1,0,0,0
1639,FP&A Reporting Analyst (6 month fixed term contract),Advanced excel skills with the ability to interrogate large data sets.Rivus Fleet Solutions is the UK’s biggest end-to-end commercial vehicle fleet management…,Birmingham,Rivus Fleet Solutions,"£40,000 - £50,000 a year",Birmingham,45000.0,1,1,0,0,0
1640,Finance Analyst (Commercial),Strong analytical skills and an ability to drive accuracy of data capture.Excellent excel skills with the ability to interrogate and manipulate large data sets…,Birmingham,Rivus Fleet Solutions,"£40,000 - £45,000 a year",Birmingham,42500.0,1,1,0,0,0
1641,Principal Data Analyst,"A global bank is looking for an experienced Principal Data Analyst to join their Commercial Banking Business Analytics team.To £55,000 + bonus & benefits.",Birmingham,Aspire Data Recruitment,"£55,000 a year",Birmingham,55000.0,1,1,0,1,0
1642,Product Analyst,"A successful Product Analyst will have:As a Product Analyst, some of your main responsibilities will be:Ensure correct statistical and data methods are used…",Birmingham,Harnham,"£40,000 - £50,000 a year",Birmingham,45000.0,1,1,0,0,0
1643,Investment Analyst,"For full information on how we use your data, please visit the IDEX Consulting website and view our Privacy Policy.",Birmingham,IDEX Consulting,"£25,000 - £30,000 a year",Birmingham,27500.0,0,1,0,0,0
1644,Senior Insight Analyst,"2:1 Degree in statistics, mathematics, computer science or related field from a leading university.Analysing customer data using SQL and R or Python to…",Birmingham,Harnham,"£40,000 - £55,000 a year",Birmingham,47500.0,1,1,0,1,0
1645,Insight Analyst,"As the successful Product Analyst, you will be:They are seeking a product analyst to join their team- apply here!",Birmingham,Harnham,"£40,000 - £50,000 a year",Birmingham,45000.0,1,1,0,0,0
1646,Procurement Analyst,Experience of analysing data within a procurement setting.What will the day to day activities as a Procurement Analyst include?,Tipton,Concept Resourcing,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,0,0,0
1647,Business Analyst,Their background will allow them to develop data outputs and assist in data modelling and BI environment architecture tasks.,Birmingham,Venturi,"£50,000 - £60,000 a year",Birmingham,55000.0,1,1,0,0,0
1648,Credit Risk Analyst,Monitoring and investigating data integrity issues for all the data elements.Due to the continued success of the business and subsequent expansion of the…,Birmingham,Integer Resourcing Limited,"£40,000 - £45,000 a year",Birmingham,42500.0,1,1,0,0,0
1649,LOGISTICS ANALYST,Our client who are one of the UKs leading 1st Tier Automotive Manufacturers are urgently recruiting for two Logistics Analysts / Customer Analysts to join their…,Birmingham,Proactive Recruitment,"£23,000 a year",Birmingham,23000.0,0,1,0,0,0
1650,Tester - Business Intelligence & Data,My client has recently received significant investment and as such they're looking for a Test Analyst to join their newly formed BI & Data team.,Birmingham,myfuturerole.com,"£38,000 - £45,000 a year",Birmingham,41500.0,1,1,0,0,0
1651,Laboratory Technician,"An experienced Laboratory Analyst is required for a company based in Coleshill.Production of Safety Data Sheets for products and raw materials, and…",Birmingham,CV Screen,"£20,000 a year",Birmingham,20000.0,0,1,0,0,0
1652,Senior Reporting Analyst,"The duties of the Senior Reporting Analyst are:Audit, reconciliation and testing of the underlying data / reports - where necessary.",Birmingham,Michael Page UK,"£35,000 - £45,000 a year",Birmingham,40000.0,1,1,0,1,0
1653,SENIOR SOFTWARE SUPPORT ANALYST,"High levels of integrity and always consider the security of the business and customers' data.Excellent IT skills; you will be proficient in Microsoft Office,…",Birmingham,Spring,"£26,000 - £30,000 a year",Birmingham,28000.0,0,1,0,1,0
1654,Sales Support Analyst,"As a Graduate Sales Support Analyst, you’ll enjoy a spread of responsibilities designed to lead to your rapid progression!",Oldbury,Pareto Law,"£21,000 a year",Rest of UK,21000.0,0,1,0,0,0
1655,PMO Analyst,"Analysis of project data, including schedule, cost, resource, risk, issue and change information.Assist ensure final project reports and subsequent…",Dudley,Pertemps Network Group,"£28,000 - £30,000 a year",Rest of UK,29000.0,0,1,0,0,0
1656,Business Intelligence Manager,Create and Innovate analytics solutions to bring data in line with modern Bi platforms and establish a real time data analytics facility.,Birmingham,myfuturerole.com,"£70,000 - £85,000 a year",Birmingham,77500.0,1,1,0,1,0
1657,2nd Line Application Support Analyst,"Compare data sets to develop and execute reconciliation routines.Responsibilities for the 2nd Line Application Support Analyst (Council, Northgate, SQL, UNIX,…",Birmingham,Ampersand Consulting,"£25,000 - £35,000 a year",Birmingham,30000.0,0,1,0,0,0
1658,"2nd Line Application Support Analyst (Council, Northgate, SQ...","Compare data sets to develop and execute reconciliation routines.Responsibilities for the 2nd Line Application Support Analyst (Council, Northgate, SQL, UNIX,…",Birmingham,Ampersand Consulting,"£35,000 - £40,000 a year",Birmingham,37500.0,1,1,0,0,0
1659,PROPOSITION ASSURANCE ANALYST,Proposition Assurance / Life and Pensions / Analyst / Birmingham / West Midlands.Proposition Assurance / Life and Pensions / Analyst / Birmingham / West…,Solihull,Spring,"£30,000 - £42,000 a year",Rest of UK,36000.0,1,1,0,0,0
1660,Application Support Analyst,What do we look for in an Application Support Analyst?BTEC or equivalent in Computer Science or equivalent technical subject.,Solihull,Purplebricks,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
1661,Appian Engineer x 2,"Supports data migration, loading and conversion between data stores.Job Title: Appian Engineer x 2.Supervise, mentor and develop junior Engineers and business…",Solihull,Serco Group,"£35,000 a year",Rest of UK,35000.0,0,1,0,0,0
1662,Lead Business Analyst Consultant,"Title: * Lead Business Analyst Consultant.Experience of RPA, UI Path and MI data integration.The company are looking to recruit a Lead Business Analyst…",Birmingham,Forsyth Barnes,"£60,000 a year",Birmingham,60000.0,1,1,0,1,0
1663,Product Owner,"You’ll be working closely with engineers, quality analysts and user experience designers and architects to ensure that user stories are complete, clear, concise…",Solihull,PurpleBricks,"£60,000 - £65,000 a year",Rest of UK,62500.0,1,1,0,0,0
1664,Pricing & Promotions Manager,It is essential that you demonstrate a self-starter and flexible attitude that is a determined finisher with strong attention to detail and a skilled analyst.,Birmingham,The NEC Group,"£27,000 a year",Birmingham,27000.0,0,1,0,1,0
1665,Second Line Support Analyst,Data management (incorporating data manipulation to resolve queries and.Prepare (and publish to relevant parties) system maintenance audit/change control logs…,Birmingham,Pertemps Network Group,"£25,000 - £35,000 a year",Birmingham,30000.0,0,1,0,0,0
